ID,Calories_Burned
TEST_0000,173.09016956680176
TEST_0001,189.13169976197463
TEST_0002,53.48261589196089
TEST_0003,160.1369242181164
TEST_0004,223.6609598700558
TEST_0005,173.181987521238
TEST_0006,98.53565958280954
TEST_0007,43.51391105709767
TEST_0008,77.98144523332607
TEST_0009,57.418886327444554
TEST_0010,127.04276822679756
TEST_0011,55.69371862901969
TEST_0012,13.772577638012692
TEST_0013,169.40201768494975
TEST_0014,227.88284854338235
TEST_0015,13.391899746154092
TEST_0016,98.72848595116324
TEST_0017,133.43899127957616
TEST_0018,160.8010038067037
TEST_0019,7.2923182157253335
TEST_0020,51.35792478214279
TEST_0021,89.94972739053821
TEST_0022,31.02691866218347
TEST_0023,90.83279191172274
TEST_0024,19.661737005758155
TEST_0025,152.5621278284066
TEST_0026,104.67267386293545
TEST_0027,193.19428661185552
TEST_0028,122.40133686637589
TEST_0029,96.58002370824781
TEST_0030,24.785962840471463
TEST_0031,239.5121915682912
TEST_0032,54.263061337149814
TEST_0033,48.018125878826474
TEST_0034,127.98854412595406
TEST_0035,112.96786207702675
TEST_0036,37.411509605787316
TEST_0037,129.1320861807827
TEST_0038,10.869703197030919
TEST_0039,129.49575394652533
TEST_0040,197.30273862158316
TEST_0041,168.3399400954823
TEST_0042,144.6535553111053
TEST_0043,55.705148872834705
TEST_0044,67.80320342042651
TEST_0045,52.5818161921239
TEST_0046,77.05248922080236
TEST_0047,204.06231984712943
TEST_0048,139.24275083321757
TEST_0049,127.17416959293473
TEST_0050,11.077047943423358
TEST_0051,110.37229507593922
TEST_0052,157.20127001873007
TEST_0053,94.48675244711879
TEST_0054,68.85131913204953
TEST_0055,100.3433542774814
TEST_0056,162.71464568262064
TEST_0057,18.00432865137452
TEST_0058,31.26574301199098
TEST_0059,99.51774262711884
TEST_0060,38.29081563994752
TEST_0061,109.63985647098514
TEST_0062,89.81719512725503
TEST_0063,50.28392200049873
TEST_0064,35.74524689619467
TEST_0065,135.69211071729777
TEST_0066,228.7173912329137
TEST_0067,126.63503625255314
TEST_0068,101.84207755328619
TEST_0069,44.06697851709098
TEST_0070,124.68193939453445
TEST_0071,30.8823705833919
TEST_0072,9.418205975203653
TEST_0073,151.2979777229547
TEST_0074,32.90744832371415
TEST_0075,90.34300437984413
TEST_0076,63.4314469383432
TEST_0077,66.70569405462155
TEST_0078,44.1199560763917
TEST_0079,185.1164713633585
TEST_0080,163.44007850232737
TEST_0081,136.39937434902586
TEST_0082,93.42898275147681
TEST_0083,102.58027289808736
TEST_0084,56.92726752088377
TEST_0085,181.6143564178079
TEST_0086,136.52715180036756
TEST_0087,17.866006644226953
TEST_0088,149.83787978356895
TEST_0089,45.87984532515369
TEST_0090,40.33047802190625
TEST_0091,33.411361417363004
TEST_0092,24.805505267822035
TEST_0093,191.99126411551023
TEST_0094,5.885354103615728
TEST_0095,9.684919383528356
TEST_0096,229.6520900342391
TEST_0097,137.73392647342493
TEST_0098,186.29140516932307
TEST_0099,170.44198019886073
TEST_0100,7.800205740160388
TEST_0101,97.31815576898327
TEST_0102,185.8798855694889
TEST_0103,160.5568627660968
TEST_0104,63.54064507589455
TEST_0105,165.9754104680237
TEST_0106,36.42566516964462
TEST_0107,21.0772028742117
TEST_0108,183.38954475418132
TEST_0109,32.27922842617973
TEST_0110,113.01976776815052
TEST_0111,183.5783431748555
TEST_0112,47.78844540098116
TEST_0113,146.16006758202911
TEST_0114,55.72128252819041
TEST_0115,81.26648805031066
TEST_0116,79.00890970868849
TEST_0117,64.3670979840611
TEST_0118,12.930493058428397
TEST_0119,5.838888513695997
TEST_0120,183.3803315987414
TEST_0121,49.62206901421189
TEST_0122,41.734775691196944
TEST_0123,19.885619524270986
TEST_0124,30.77653458257445
TEST_0125,99.35391205278437
TEST_0126,46.815443280763425
TEST_0127,54.89894039800218
TEST_0128,103.3836809676424
TEST_0129,75.38692967669886
TEST_0130,60.81138729289828
TEST_0131,187.58582811878244
TEST_0132,68.36090006435197
TEST_0133,135.2096711587686
TEST_0134,104.38164661434546
TEST_0135,72.58329942549479
TEST_0136,74.01520361436862
TEST_0137,63.60279292768163
TEST_0138,174.73124679873285
TEST_0139,22.693231937019696
TEST_0140,115.58885601241309
TEST_0141,15.884061522696012
TEST_0142,110.67457443536424
TEST_0143,42.32135151000246
TEST_0144,9.892417824821976
TEST_0145,32.546774173227824
TEST_0146,158.8007508384146
TEST_0147,85.41730108507359
TEST_0148,117.12186865591066
TEST_0149,86.65034492346606
TEST_0150,42.112305136404
TEST_0151,82.302759327178
TEST_0152,70.03923263447925
TEST_0153,19.738988735636365
TEST_0154,93.89547726536837
TEST_0155,56.874506403829194
TEST_0156,133.0253994396084
TEST_0157,38.68790385159213
TEST_0158,198.87894886267958
TEST_0159,39.78478518652007
TEST_0160,127.71178714284925
TEST_0161,96.99744483145601
TEST_0162,113.59498731484867
TEST_0163,150.09522072333658
TEST_0164,58.28685014027447
TEST_0165,28.83950915210601
TEST_0166,41.38964096778976
TEST_0167,129.70480789747737
TEST_0168,220.28704386659533
TEST_0169,112.35975801284435
TEST_0170,63.83482797715543
TEST_0171,79.47738302933537
TEST_0172,4.231885184072246
TEST_0173,83.05769648819616
TEST_0174,13.77308525721692
TEST_0175,47.75381854254287
TEST_0176,9.661784515599248
TEST_0177,59.96566629640337
TEST_0178,175.6204357390638
TEST_0179,192.03333899390256
TEST_0180,44.3780668028316
TEST_0181,82.08217803907587
TEST_0182,67.41393772401511
TEST_0183,116.08409670702338
TEST_0184,125.97497846618941
TEST_0185,83.6800541791271
TEST_0186,11.413554628918957
TEST_0187,46.09490024116066
TEST_0188,156.5368538068652
TEST_0189,6.1854809873372965
TEST_0190,40.19049256797125
TEST_0191,6.400329939830345
TEST_0192,187.5590656408786
TEST_0193,42.14962911672933
TEST_0194,175.20133279386678
TEST_0195,102.86654476796382
TEST_0196,6.57028527620118
TEST_0197,209.0867232037396
TEST_0198,4.3077499151191265
TEST_0199,9.594905194248593
TEST_0200,8.531298857138404
TEST_0201,131.17110205640506
TEST_0202,22.6499549061712
TEST_0203,41.85261719804787
TEST_0204,98.68750790005069
TEST_0205,90.18257481669002
TEST_0206,149.49659398620696
TEST_0207,82.50033485653844
TEST_0208,15.011230543772815
TEST_0209,65.16877850398518
TEST_0210,60.99703075708394
TEST_0211,196.35928743335475
TEST_0212,165.25570226520253
TEST_0213,16.608414605994376
TEST_0214,50.40499704489938
TEST_0215,59.16538333204314
TEST_0216,86.90546115169147
TEST_0217,143.72234641309709
TEST_0218,40.31796998689491
TEST_0219,98.55952341103763
TEST_0220,159.522787705032
TEST_0221,60.008207180344904
TEST_0222,136.90723562000125
TEST_0223,190.3225347706354
TEST_0224,79.89901968036023
TEST_0225,32.863707637159834
TEST_0226,66.71354912387697
TEST_0227,136.6487575813242
TEST_0228,56.00195693369584
TEST_0229,4.310448859937516
TEST_0230,57.26145694173048
TEST_0231,53.99596877288061
TEST_0232,62.42214006512601
TEST_0233,78.65125008563362
TEST_0234,12.857370735959412
TEST_0235,46.8692772788335
TEST_0236,128.44055501390204
TEST_0237,19.443788409126146
TEST_0238,148.35217468922187
TEST_0239,20.56436537542288
TEST_0240,16.58970396489837
TEST_0241,208.1848427670614
TEST_0242,87.0608410743415
TEST_0243,10.446037051880099
TEST_0244,41.87487966788077
TEST_0245,70.45175991131624
TEST_0246,44.879149029810996
TEST_0247,111.64755265410732
TEST_0248,44.22909280761398
TEST_0249,14.075540047103777
TEST_0250,52.93763807552591
TEST_0251,95.6469225468881
TEST_0252,37.702182013598964
TEST_0253,107.65952221806717
TEST_0254,113.277076402392
TEST_0255,31.632379646181704
TEST_0256,9.530346165554748
TEST_0257,109.7629143405899
TEST_0258,135.7573245669709
TEST_0259,16.361521141783356
TEST_0260,20.529826707672537
TEST_0261,69.99375774208065
TEST_0262,50.761809615426856
TEST_0263,17.405843111018086
TEST_0264,26.164219208973925
TEST_0265,2.117918318029353
TEST_0266,56.662672345312195
TEST_0267,19.162844573952217
TEST_0268,63.54714536304745
TEST_0269,184.1678595022949
TEST_0270,98.86621468736409
TEST_0271,134.06108127351177
TEST_0272,17.738861590775947
TEST_0273,145.25025898000388
TEST_0274,21.270128833428004
TEST_0275,57.4022406791528
TEST_0276,79.0490657927384
TEST_0277,149.8675981061958
TEST_0278,8.313066260564167
TEST_0279,60.987138991617016
TEST_0280,181.2596647657521
TEST_0281,97.98844807319823
TEST_0282,33.71357827259723
TEST_0283,15.726598342615816
TEST_0284,180.41239275067105
TEST_0285,45.16787218203933
TEST_0286,40.22037891280329
TEST_0287,51.862741635698214
TEST_0288,104.98094848950123
TEST_0289,52.85696316148044
TEST_0290,177.5887889609914
TEST_0291,38.448139891700635
TEST_0292,71.80263713407028
TEST_0293,45.54571031497829
TEST_0294,134.92397323453594
TEST_0295,36.457704575397294
TEST_0296,75.18287194838511
TEST_0297,128.40708629736054
TEST_0298,133.93798177149404
TEST_0299,187.44031262378587
TEST_0300,225.69282064063356
TEST_0301,4.794982020780426
TEST_0302,230.71667725790735
TEST_0303,107.83669307375155
TEST_0304,63.776449343109185
TEST_0305,139.1719890818526
TEST_0306,56.93030415191352
TEST_0307,211.60977238829855
TEST_0308,184.3082083314511
TEST_0309,135.01652187257724
TEST_0310,85.5803838705188
TEST_0311,34.508937587787734
TEST_0312,164.04390512772397
TEST_0313,79.08164713863339
TEST_0314,188.1098324714647
TEST_0315,187.46550093341835
TEST_0316,227.1300904019335
TEST_0317,162.50399939916093
TEST_0318,58.050404856858414
TEST_0319,243.8766538436294
TEST_0320,205.21806569353603
TEST_0321,83.6299486441739
TEST_0322,172.28648259394893
TEST_0323,78.54268886559726
TEST_0324,45.982777060689514
TEST_0325,12.094175932969208
TEST_0326,88.43073581472821
TEST_0327,104.37036548839096
TEST_0328,82.95197707072869
TEST_0329,71.1792448822478
TEST_0330,9.255538261051168
TEST_0331,130.81009884174242
TEST_0332,10.138977391236182
TEST_0333,90.046500359985
TEST_0334,38.675791309271254
TEST_0335,98.08691191395435
TEST_0336,108.74032558941921
TEST_0337,155.7503543544878
TEST_0338,95.24749707283013
TEST_0339,122.9951680109265
TEST_0340,25.543267062699
TEST_0341,194.97524944095915
TEST_0342,82.38274643816793
TEST_0343,139.38527885757026
TEST_0344,90.86493658027301
TEST_0345,11.916809283525854
TEST_0346,27.69596890077081
TEST_0347,73.98341095611502
TEST_0348,26.73863143955083
TEST_0349,166.53366678119104
TEST_0350,188.15855523054827
TEST_0351,55.59884308889756
TEST_0352,125.77021895239643
TEST_0353,68.37831832610739
TEST_0354,66.19937417677723
TEST_0355,2.572808379260041
TEST_0356,162.24577791906998
TEST_0357,179.96989612923298
TEST_0358,119.3268699231035
TEST_0359,131.27951617038713
TEST_0360,70.83437035014454
TEST_0361,128.75801671886103
TEST_0362,135.04037788770015
TEST_0363,23.454897707137174
TEST_0364,165.7545630422566
TEST_0365,31.44287753191465
TEST_0366,129.70207913242038
TEST_0367,26.402960644024887
TEST_0368,210.17354652916242
TEST_0369,130.99017720994206
TEST_0370,17.166173500155434
TEST_0371,112.02212026709678
TEST_0372,90.44636537489579
TEST_0373,132.13662915282134
TEST_0374,20.170347466646852
TEST_0375,189.97576435940533
TEST_0376,213.26544752260983
TEST_0377,203.94118299078625
TEST_0378,46.73925984468251
TEST_0379,78.48161654516598
TEST_0380,151.06603207940034
TEST_0381,24.81003627368589
TEST_0382,28.750175963804985
TEST_0383,207.53412669572526
TEST_0384,6.148726284813927
TEST_0385,3.8345246659065992
TEST_0386,169.3189169796309
TEST_0387,99.5419648045669
TEST_0388,117.68885491580522
TEST_0389,175.23504530388678
TEST_0390,175.29681960343348
TEST_0391,19.608532921559267
TEST_0392,112.74477889252653
TEST_0393,135.44531047784415
TEST_0394,30.866448777875974
TEST_0395,173.95113151352683
TEST_0396,94.3259699393911
TEST_0397,21.23816467797148
TEST_0398,118.40913454109179
TEST_0399,136.51016553690798
TEST_0400,86.36061186928225
TEST_0401,192.60358292156053
TEST_0402,144.70353688929234
TEST_0403,144.83103630361143
TEST_0404,111.55494537911405
TEST_0405,97.2251232859987
TEST_0406,16.992383422280817
TEST_0407,69.22010701911992
TEST_0408,165.97044981601024
TEST_0409,192.74136816321987
TEST_0410,106.47977534714198
TEST_0411,216.08913537565527
TEST_0412,7.540707927811667
TEST_0413,53.51043447747345
TEST_0414,163.42212981940793
TEST_0415,11.368338693700727
TEST_0416,54.887749721479416
TEST_0417,85.04949426526089
TEST_0418,34.92149747102045
TEST_0419,7.13574888751897
TEST_0420,158.93458549130526
TEST_0421,34.71812159137751
TEST_0422,84.79342790552835
TEST_0423,71.5014253007526
TEST_0424,135.3720177417608
TEST_0425,43.8224493154965
TEST_0426,40.78573915287947
TEST_0427,8.56010146393688
TEST_0428,67.45436551994679
TEST_0429,99.45232129008184
TEST_0430,102.9132104265135
TEST_0431,211.06299702060755
TEST_0432,57.9348824743336
TEST_0433,2.3114970658746214
TEST_0434,177.3827643693272
TEST_0435,53.104767616069395
TEST_0436,51.375541613088004
TEST_0437,162.05517279689056
TEST_0438,47.856707642849756
TEST_0439,181.92448535525122
TEST_0440,221.16491568709608
TEST_0441,40.23391625227136
TEST_0442,47.13880529153583
TEST_0443,67.40826193030622
TEST_0444,217.2516161446346
TEST_0445,130.86984006716648
TEST_0446,164.35948539919983
TEST_0447,44.157377987871335
TEST_0448,94.68480090089528
TEST_0449,49.601318959753186
TEST_0450,102.32777395464528
TEST_0451,127.16224594841508
TEST_0452,82.19108961531552
TEST_0453,53.278671288578195
TEST_0454,34.25941770776116
TEST_0455,43.575388155014615
TEST_0456,123.56973489267284
TEST_0457,144.083140436663
TEST_0458,175.36509792228804
TEST_0459,147.33278539071864
TEST_0460,89.39819553502132
TEST_0461,191.5077931821445
TEST_0462,72.08167651999666
TEST_0463,108.16362190763971
TEST_0464,93.8725547066492
TEST_0465,37.38475921272449
TEST_0466,104.05951297593067
TEST_0467,55.90536043849331
TEST_0468,129.70393684947527
TEST_0469,5.540202302803237
TEST_0470,91.72854636023378
TEST_0471,27.803104139518258
TEST_0472,49.534962099417875
TEST_0473,22.611320300455017
TEST_0474,172.98385266335012
TEST_0475,181.75894561557047
TEST_0476,24.137200950298215
TEST_0477,37.97337724253034
TEST_0478,24.765754735174983
TEST_0479,39.511719816551356
TEST_0480,41.91058485039623
TEST_0481,24.039745862085475
TEST_0482,190.25148035880474
TEST_0483,134.271267863638
TEST_0484,57.661251303130676
TEST_0485,7.105874094683175
TEST_0486,2.96492023171916
TEST_0487,217.79547964929907
TEST_0488,19.399978363162
TEST_0489,8.11437533939883
TEST_0490,192.29666873920365
TEST_0491,88.39624023796094
TEST_0492,82.02345236103955
TEST_0493,46.1860837620804
TEST_0494,87.91033368252704
TEST_0495,49.98987406030623
TEST_0496,22.581495673242824
TEST_0497,21.65712557549161
TEST_0498,130.45191481482829
TEST_0499,119.80761560988776
TEST_0500,14.977150317344918
TEST_0501,114.54094109408261
TEST_0502,171.2496238951013
TEST_0503,22.230853036322667
TEST_0504,98.83986096922914
TEST_0505,19.50665266167876
TEST_0506,157.09093765636737
TEST_0507,69.57023787540216
TEST_0508,179.0883549508409
TEST_0509,119.81542678655482
TEST_0510,71.50855725338172
TEST_0511,82.48412244158797
TEST_0512,31.99160827804828
TEST_0513,49.897411867713245
TEST_0514,61.95148113759601
TEST_0515,140.6523475384288
TEST_0516,156.38292701350335
TEST_0517,6.7144804652801895
TEST_0518,179.26991682877966
TEST_0519,26.382511919057357
TEST_0520,61.24639698351319
TEST_0521,90.50722207882032
TEST_0522,213.0184833912702
TEST_0523,115.71997381729709
TEST_0524,91.97345818200672
