ID,Calories_Burned
TEST_0000,172.89477658979587
TEST_0001,188.66828884206248
TEST_0002,53.3654872629387
TEST_0003,161.70452160624365
TEST_0004,226.395908114416
TEST_0005,178.57694590570605
TEST_0006,98.25324828033307
TEST_0007,43.71960101315216
TEST_0008,79.14109982230761
TEST_0009,58.75734582401917
TEST_0010,123.6806948057392
TEST_0011,54.34894284796193
TEST_0012,14.11640206182751
TEST_0013,176.85878982759098
TEST_0014,229.2191912489364
TEST_0015,13.504738962148542
TEST_0016,97.8102142732138
TEST_0017,130.27926681586905
TEST_0018,158.55601887198014
TEST_0019,6.956542094326489
TEST_0020,50.051492285955106
TEST_0021,89.7755199320094
TEST_0022,24.611453075298797
TEST_0023,86.24231477382108
TEST_0024,19.78927381416885
TEST_0025,128.62097160728086
TEST_0026,105.8207331305005
TEST_0027,188.40394493011848
TEST_0028,121.27574806138709
TEST_0029,100.16394112057189
TEST_0030,25.028933419931803
TEST_0031,246.65461898264053
TEST_0032,54.92264843227441
TEST_0033,46.99352657595694
TEST_0034,133.60727648439516
TEST_0035,112.62269335468181
TEST_0036,37.711428530314414
TEST_0037,129.41815576726034
TEST_0038,10.955795911461678
TEST_0039,129.91292799247552
TEST_0040,201.2004201250571
TEST_0041,167.5817205524843
TEST_0042,146.15228931364155
TEST_0043,59.90524745351055
TEST_0044,67.52954078780938
TEST_0045,52.59546404635215
TEST_0046,77.43207839857551
TEST_0047,198.92218268258353
TEST_0048,138.9292808995216
TEST_0049,125.9590001603153
TEST_0050,11.060461208394544
TEST_0051,111.8238262015591
TEST_0052,158.64697064639563
TEST_0053,92.60688970095154
TEST_0054,68.6836341930903
TEST_0055,85.37795011033101
TEST_0056,160.14917371086642
TEST_0057,18.08106719738782
TEST_0058,30.618537023852202
TEST_0059,95.4313626471335
TEST_0060,38.92165141083812
TEST_0061,108.42497497027495
TEST_0062,89.84496330793908
TEST_0063,50.78956482791273
TEST_0064,34.46887725082324
TEST_0065,136.01870924073538
TEST_0066,231.62938524317082
TEST_0067,125.86410520200701
TEST_0068,101.21722174998632
TEST_0069,44.725961919519534
TEST_0070,125.56980261757039
TEST_0071,25.394139255773
TEST_0072,9.362147201941548
TEST_0073,151.84468952824307
TEST_0074,32.514132689747406
